구분,,발생량및,,총계,종량제에 의한 혼합배출,,,,,,,,,,,,,,재활용가능자원 분리배출,,,,,,,,,,,,,,,,,,,음식물류 폐기물
,,처리현황,,,소계,가연성,,,,,,,불연성,,,,,기타,소계,종이류,유리병류,금속캔,비닐류,플라,발포,전자제품,전지류,타이어,윤활유,형광등,고철류,의류,영농,가구류,폐식용유,기타,재활용,분리배출
,,,,,,,,,,,,,,,,,,(배출,,,,,(합성수지류),스틱류,수지류,,,,,,,,폐기물,,,,잔재물,
시도,시군구,,,,,소계,음식물,종이류,나무류,고무,플라,기타,소계,유리류,금속류,토사류,기타,불명 등),,,,,,,,,,,,,,,,,,,,
,,,,,,,채소류,,,피혁류,스틱류,,,,,,,,,,,,,,,,,,,,,,,,,,,
경북,칠곡군,발생량,발생량,105.1,69.6,67.7,5.8,25.5,1.2,1.3,15.5,18.4,1.9,0.6,0.2,0.2,0.9,0,11.4,5.7,1.3,0.3,0.2,1,0,0,0,0,0,0,0.3,0,0,0,0,0,2.6,24.1
경북,칠곡군,처리방법,매립,1.9,1.9,0,0,0,0,0,0,0,1.9,0.6,0.2,0.2,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,칠곡군,처리방법,소각,87.5,67.7,67.7,5.8,25.5,1.2,1.3,15.5,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8
경북,칠곡군,처리방법,재활용,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,5.7,1.3,0.3,0.2,1,0,0,0,0,0,0,0.3,0,0,0,0,0,2.6,4.3
경북,예천군,발생량,발생량,43.8,28.5,26,4.2,7,6,1.8,3.6,3.4,2.5,0,0,2.5,0,0,8,0.5,0,0,0.2,0.5,0,0,0,0,0,0,0,0,3.2,1.6,0,1.8,0.2,7.3
경북,예천군,처리방법,매립,2.5,2.5,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,예천군,처리방법,소각,18,18,18,1,6.5,4.5,1.5,3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,예천군,처리방법,재활용,23.3,8,8,3.2,0.5,1.5,0.3,0.6,1.9,0,0,0,0,0,0,8,0.5,0,0,0.2,0.5,0,0,0,0,0,0,0,0,3.2,1.6,0,1.8,0.2,7.3
경북,봉화군,발생량,발생량,53.6,32.2,23.4,2.1,4.7,3.3,1.3,5.4,6.6,8.8,1.6,1.1,2.6,3.5,0,18.2,3.6,0.7,0.2,0,0.4,0,0,0,0,0,0,1.6,0,11,0,0,0.7,0,3.2
경북,봉화군,처리방법,매립,30,27,18.2,2.1,0.7,3.3,1.3,4.2,6.6,8.8,1.6,1.1,2.6,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
경북,봉화군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,봉화군,처리방법,재활용,23.6,5.2,5.2,0,4,0,0,1.2,0,0,0,0,0,0,0,18.2,3.6,0.7,0.2,0,0.4,0,0,0,0,0,0,1.6,0,11,0,0,0.7,0,0.2
경북,울진군,발생량,발생량,66,40.6,34.4,2.8,12.4,1.5,0.7,9.2,7.8,5.6,1.8,1.3,0.8,1.7,0.6,8.9,3.4,0.7,0.4,0,0.5,0,0.3,0,0,0,0,0.4,0.2,2.4,0,0,0.3,0.3,16.5
경북,울진군,처리방법,매립,9.5,9.5,3.9,0.6,1.2,0.3,0.1,0.9,0.8,5,1.8,1.3,0.8,1.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,울진군,처리방법,소각,30.5,30.5,30.5,2.2,11.2,1.2,0.6,8.3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,울진군,처리방법,재활용,26,0.6,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0,8.9,3.4,0.7,0.4,0,0.5,0,0.3,0,0,0,0,0.4,0.2,2.4,0,0,0.3,0.3,16.5
경북,울릉군,발생량,발생량,16.2,10,9.2,0.1,4.3,0.8,0,3.3,0.7,0.8,0.2,0.2,0,0.4,0,2.2,0.1,0.2,0.1,0,0.1,0,0.3,0,0.2,0,0,0.3,0,0,0,0,0,0.9,4
경북,울릉군,처리방법,매립,2,0.8,0.7,0,0.4,0.2,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2
경북,울릉군,처리방법,소각,9.2,9.2,8.5,0.1,3.9,0.6,0,3.2,0.7,0.7,0.1,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경북,울릉군,처리방법,재활용,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0.1,0.2,0.1,0,0.1,0,0.3,0,0.2,0,0,0.3,0,0,0,0,0,0.9,2.8
경남,창원시,발생량,발생량,1113.7,493.2,324.5,60.1,140.4,20.9,22.6,74.6,5.9,97.5,16.2,13.3,13,55,71.2,306.5,80.8,25.7,16.5,24.1,24.5,2,6,0.2,0,0,0.5,53.5,4,3.1,0,0.2,1.3,64.1,314
경남,창원시,처리방법,매립,91.7,91.7,7.4,0.4,1.1,1.5,1.1,2.6,0.7,75.5,5.6,2.2,13,54.7,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,창원시,처리방법,소각,401.5,401.5,317.1,59.7,139.3,19.4,21.5,72,5.2,22,10.6,11.1,0,0.3,62.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,창원시,처리방법,재활용,620.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.5,80.8,25.7,16.5,24.1,24.5,2,6,0.2,0,0,0.5,53.5,4,3.1,0,0.2,1.3,64.1,314
경남,진주시,발생량,발생량,404.4,157.4,146.2,8.7,45.8,3.4,2.1,35.6,50.6,11.2,5.2,3.1,0.3,2.6,0,151.3,28.6,10.3,2.6,8.7,4.7,0.2,2,0.2,20.9,0,0.1,26.7,0.1,8,30.4,0.5,0,7.3,95.7
경남,진주시,처리방법,매립,157.4,157.4,146.2,8.7,45.8,3.4,2.1,35.6,50.6,11.2,5.2,3.1,0.3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,진주시,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,진주시,처리방법,재활용,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.3,28.6,10.3,2.6,8.7,4.7,0.2,2,0.2,20.9,0,0.1,26.7,0.1,8,30.4,0.5,0,7.3,95.7
경남,통영시,발생량,발생량,183.7,73.1,47.5,6.3,8.9,11.2,0.7,11,9.4,6.4,0.8,0.6,0.8,4.2,19.2,67.6,39.3,1.8,0.7,0.8,2.1,0.2,0.7,0,0,0,0.1,11,0.1,0.1,0,0,0.1,10.6,43
경남,통영시,처리방법,매립,14.5,14.5,5.5,0.7,1,1.3,0.1,1.3,1.1,0.8,0.1,0.1,0.1,0.5,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,통영시,처리방법,소각,99.1,58.6,42,5.6,7.9,9.9,0.6,9.7,8.3,5.6,0.7,0.5,0.7,3.7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5
경남,통영시,처리방법,재활용,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6,39.3,1.8,0.7,0.8,2.1,0.2,0.7,0,0,0,0.1,11,0.1,0.1,0,0,0.1,10.6,2.5
경남,사천시,발생량,발생량,136.4,73.3,55.7,17.4,7.3,6.8,14.5,8.7,1,17.6,0.9,1.1,14,1.6,0,31.5,6,0.6,0.2,0.2,0.6,0.1,0.6,0,0,0,0.1,16.4,0.7,2.8,0,0,0.1,3.1,31.6
경남,사천시,처리방법,매립,33.6,33.6,16,0,1.1,2.1,4.5,7.3,1,17.6,0.9,1.1,14,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,사천시,처리방법,소각,39.7,39.7,39.7,17.4,6.2,4.7,10,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,사천시,처리방법,재활용,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,6,0.6,0.2,0.2,0.6,0.1,0.6,0,0,0,0.1,16.4,0.7,2.8,0,0,0.1,3.1,31.6
경남,김해시,발생량,발생량,463.7,174.1,163.6,32.8,58,1.3,22.4,38.2,10.9,10.5,0.7,0,6.2,3.6,0,161.5,62.8,19.7,4.8,9.5,34.3,2.2,6.9,0.1,0,0,0,8.9,5.1,0,0,0.4,0,6.8,128.1
경남,김해시,처리방법,매립,10.5,10.5,0,0,0,0,0,0,0,10.5,0.7,0,6.2,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,김해시,처리방법,소각,163.6,163.6,163.6,32.8,58,1.3,22.4,38.2,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,김해시,처리방법,재활용,289.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.5,62.8,19.7,4.8,9.5,34.3,2.2,6.9,0.1,0,0,0,8.9,5.1,0,0,0.4,0,6.8,128.1
경남,밀양시,발생량,발생량,93.1,49.2,36.4,0,10.3,3.7,3,8.5,10.9,12.8,0.7,0.6,3.1,8.4,0,22.9,2,5.3,1.7,0.7,1.7,0,0.8,0,0,0,0,5,0.3,3,2.2,0,0.2,0,21
경남,밀양시,처리방법,매립,12.8,12.8,0,0,0,0,0,0,0,12.8,0.7,0.6,3.1,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,밀양시,처리방법,소각,37.1,36.4,36.4,0,10.3,3.7,3,8.5,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
경남,밀양시,처리방법,재활용,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,2,5.3,1.7,0.7,1.7,0,0.8,0,0,0,0,5,0.3,3,2.2,0,0.2,0,20.3
경남,거제시,발생량,발생량,254.7,136.6,93.8,13.8,17.8,17.6,5,19,20.6,40.4,11.4,17.8,3.1,8.1,2.4,50.7,0.7,3.8,2.7,5.8,4.3,0.2,2,0,0,0,0.1,19.5,0.1,0,0,0.1,0,11.4,67.4
경남,거제시,처리방법,매립,19,19,0,0,0,0,0,0,0,19,4,3.8,3.1,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,거제시,처리방법,소각,118.3,117.6,93.8,13.8,17.8,17.6,5,19,20.6,21.4,7.4,14,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
경남,거제시,처리방법,재활용,117.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7,0.7,3.8,2.7,5.8,4.3,0.2,2,0,0,0,0.1,19.5,0.1,0,0,0.1,0,11.4,66.7
경남,양산시,발생량,발생량,303.2,136,91.5,0,8.6,38.4,13.5,4.9,26.1,44.5,1.9,1.4,0,41.2,0,79.4,28.9,9.7,2.1,2.8,5.4,1.3,1.8,0.1,0,0,0.1,10.5,0.1,0.8,7.9,0,6.7,1.2,87.8
경남,양산시,처리방법,매립,44.5,44.5,0,0,0,0,0,0,0,44.5,1.9,1.4,0,41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,양산시,처리방법,소각,91.5,91.5,91.5,0,8.6,38.4,13.5,4.9,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,양산시,처리방법,재활용,167.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.4,28.9,9.7,2.1,2.8,5.4,1.3,1.8,0.1,0,0,0.1,10.5,0.1,0.8,7.9,0,6.7,1.2,87.8
경남,의령군,발생량,발생량,29.3,11.1,10.4,1.8,3.6,1,0.2,2.5,1.3,0.5,0.3,0.2,0,0,0.2,13.9,2.4,0.1,0,0,0.1,0,0.1,0,0,0,0,7.6,0.3,3.3,0,0,0,0,4.3
경남,의령군,처리방법,매립,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8
경남,의령군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,의령군,처리방법,재활용,25.3,10.9,10.4,1.8,3.6,1,0.2,2.5,1.3,0.5,0.3,0.2,0,0,0,13.9,2.4,0.1,0,0,0.1,0,0.1,0,0,0,0,7.6,0.3,3.3,0,0,0,0,0.5
경남,함안군,발생량,발생량,62.8,31.6,30.3,5,11.8,1,0.5,8,4,1.3,0.4,0.4,0.2,0.3,0,23.4,9.8,1.5,1,1,1.5,0,0,0,0,0,0,5,0,3.4,0,0,0,0.2,7.8
경남,함안군,처리방법,매립,1.3,1.3,0,0,0,0,0,0,0,1.3,0.4,0.4,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,함안군,처리방법,소각,36,30.3,30.3,5,11.8,1,0.5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7
경남,함안군,처리방법,재활용,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,9.8,1.5,1,1,1.5,0,0,0,0,0,0,5,0,3.4,0,0,0,0.2,2.1
경남,창녕군,발생량,발생량,56.6,31.9,24.7,0,9.1,4.1,1.4,4.6,5.5,7.2,3.7,1,0,2.5,0,11.4,0.1,0.9,0.1,0,0.6,0.1,0,0,0,0,0,0.6,0,8.9,0,0,0.1,0,13.3
경남,창녕군,처리방법,매립,3.9,3.9,0.7,0,0.3,0,0,0.2,0.2,3.2,0.3,0.4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,창녕군,처리방법,소각,22,22,22,0,8,4.1,1.4,3.8,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,창녕군,처리방법,재활용,30.7,6,2,0,0.8,0,0,0.6,0.6,4,3.4,0.6,0,0,0,11.4,0.1,0.9,0.1,0,0.6,0.1,0,0,0,0,0,0.6,0,8.9,0,0,0.1,0,13.3
경남,고성군,발생량,발생량,50,25,19,0.4,5.2,3.1,2.6,4.3,3.4,4.1,1.5,0.6,0.5,1.5,1.9,19.7,2.9,3.4,1.2,1,2.3,1.5,0.9,0,0,0,0,3.6,0.7,1.2,0.3,0,0.7,0,5.3
경남,고성군,처리방법,매립,11,11,5,0.3,0,1.6,1.3,0.8,1,4.1,1.5,0.6,0.5,1.5,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,고성군,처리방법,소각,14,14,14,0.1,5.2,1.5,1.3,3.5,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,고성군,처리방법,재활용,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,2.9,3.4,1.2,1,2.3,1.5,0.9,0,0,0,0,3.6,0.7,1.2,0.3,0,0.7,0,5.3
경남,남해군,발생량,발생량,35.3,20.7,18.3,0.9,3.9,1.1,2.2,4.9,5.3,1.6,0.6,0.3,0.1,0.6,0.8,5.3,1.7,0.3,0.1,0,0.4,0,0,0,0,0,0,0.2,0.3,2,0,0,0,0.3,9.3
경남,남해군,처리방법,매립,9.8,9.8,7.4,0.2,0.6,0.3,1.8,2.1,2.4,1.6,0.6,0.3,0.1,0.6,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,남해군,처리방법,소각,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,남해군,처리방법,재활용,25.5,10.9,10.9,0.7,3.3,0.8,0.4,2.8,2.9,0,0,0,0,0,0,5.3,1.7,0.3,0.1,0,0.4,0,0,0,0,0,0,0.2,0.3,2,0,0,0,0.3,9.3
경남,하동군,발생량,발생량,45.1,23.9,15.6,0,3.2,3.2,2.8,2.8,3.6,7.9,3,2.5,1,1.4,0.4,15.4,2.9,1.4,0.5,0.6,0.6,0.1,0.4,0,0,0,0,6,0.1,2.2,0,0,0.6,0,5.8
경남,하동군,처리방법,매립,18.4,13.1,5.2,0,0.4,0.9,0.6,1.3,2,7.7,2.9,2.5,1,1.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3
경남,하동군,처리방법,소각,10.2,10.2,10,0,2.8,2.3,2.2,1.5,1.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,하동군,처리방법,재활용,16.5,0.6,0.4,0,0,0,0,0,0.4,0.2,0.1,0,0,0.1,0,15.4,2.9,1.4,0.5,0.6,0.6,0.1,0.4,0,0,0,0,6,0.1,2.2,0,0,0.6,0,0.5
경남,산청군,발생량,발생량,37,23.2,19.9,1.8,7.1,1,0.6,6.5,2.9,3.3,2.4,0.9,0,0,0,9.8,2.2,0.3,0.2,0.1,0.9,0.1,0.1,0,0,0,0,4.4,0.1,1,0,0,0.3,0.1,4
경남,산청군,처리방법,매립,18.2,15.7,13.8,1.7,5.8,0.3,0.6,4.4,1,1.9,1.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
경남,산청군,처리방법,소각,7.5,7.5,6.1,0.1,1.3,0.7,0,2.1,1.9,1.4,1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,산청군,처리방법,재활용,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,2.2,0.3,0.2,0.1,0.9,0.1,0.1,0,0,0,0,4.4,0.1,1,0,0,0.3,0.1,1.5
경남,함양군,발생량,발생량,43.2,34.7,15.6,0,1.9,1.3,1.7,1,9.7,19.1,0,4.5,6.9,7.7,0,4.1,0.1,0.2,0.1,0,0.1,0,0.1,0,0,0,0,0.1,0,3.4,0,0,0,0,4.4
경남,함양군,처리방법,매립,20.2,19.1,0,0,0,0,0,0,0,19.1,0,4.5,6.9,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1
경남,함양군,처리방법,소각,15.6,15.6,15.6,0,1.9,1.3,1.7,1,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,함양군,처리방법,재활용,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0.1,0.2,0.1,0,0.1,0,0.1,0,0,0,0,0.1,0,3.4,0,0,0,0,3.3
경남,거창군,발생량,발생량,70.3,33.7,28.8,4.2,5.8,1.5,1.6,4.5,11.2,4.6,1.2,0.6,0.6,2.2,0.3,26.2,10.1,0.7,0.3,0,0.4,0,0.6,0,0,0,0,8.1,0.5,3.7,0,0,0.1,1.7,10.4
경남,거창군,처리방법,매립,8.6,8.6,4.1,0.3,0.2,0.2,0.2,0.2,3,4.3,1.1,0.6,0.5,2.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,거창군,처리방법,소각,25.1,25.1,24.7,3.9,5.6,1.3,1.4,4.3,8.2,0.3,0.1,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,거창군,처리방법,재활용,36.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,10.1,0.7,0.3,0,0.4,0,0.6,0,0,0,0,8.1,0.5,3.7,0,0,0.1,1.7,10.4
경남,합천군,발생량,발생량,37.6,19.5,12.8,0,2.7,1.6,2.1,2.4,4,6.7,2,0.9,0.4,3.4,0,12.3,1.8,0.9,0.2,0,0.5,0,0.5,0,0,0,0,2.2,0,6.2,0,0,0,0,5.8
경남,합천군,처리방법,매립,12,12,5.3,0,0,0,1.7,1,2.6,6.7,2,0.9,0.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경남,합천군,처리방법,소각,9.4,7.5,7.5,0,2.7,1.6,0.4,1.4,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9
경남,합천군,처리방법,재활용,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,1.8,0.9,0.2,0,0.5,0,0.5,0,0,0,0,2.2,0,6.2,0,0,0,0,3.9
제주,제주시,발생량,발생량,686,213.8,169.2,11.8,71,5,2,13.5,65.9,44.6,17.8,6.8,7.1,12.9,0,332.5,140.8,11.7,17.7,6.9,19.6,0.5,0,0.1,0,0,0.2,103.6,0,5.4,0,0,3.9,22.1,139.7
제주,제주시,처리방법,매립,44.6,44.6,0,0,0,0,0,0,0,44.6,17.8,6.8,7.1,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제주,제주시,처리방법,소각,169.2,169.2,169.2,11.8,71,5,2,13.5,65.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제주,제주시,처리방법,재활용,472.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.5,140.8,11.7,17.7,6.9,19.6,0.5,0,0.1,0,0,0.2,103.6,0,5.4,0,0,3.9,22.1,139.7
제주,서귀포시,발생량,발생량,278.2,68.4,53.5,6.9,20,2.5,0.9,7.1,16.1,14.9,0.6,0.7,0.3,13.3,0,146.2,70.9,7.1,1.4,2.9,6.4,0.3,0,0,0,0,0.1,35.8,0,12.3,0,0,0,9,63.6
제주,서귀포시,처리방법,매립,18.3,18.3,8.2,0,0.6,2.1,0.8,2.3,2.4,10.1,0.6,0.7,0.3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제주,서귀포시,처리방법,소각,50.1,50.1,45.3,6.9,19.4,0.4,0.1,4.8,13.7,4.8,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
제주,서귀포시,처리방법,재활용,209.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.2,70.9,7.1,1.4,2.9,6.4,0.3,0,0,0,0,0.1,35.8,0,12.3,0,0,0,9,63.6
